cell_id,cell_x,cell_y,cell_z,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
0,1400.0000000000005,1.1368683772161605e-13,36.0,0.0,43108799.63413397,64992831.63833302,104003080.08668636,1568.1587929798434,0.1647902870325633,0.5666471926113659,64995126.47451097,1.120113423557031,0.2365584267642848,True,1400.0,8.0,43108272.45736591,7160609.7806155095,0.0422813987038189,0.2142857142857142,58035714.28571428,0.1423730738413469
1,1400.0000000000005,1.1368683772161605e-13,36.0,2.0,15195250.955828927,7154149.771008667,4589.672355869167,565.1061847122181,0.2294183199925705,0.3386931843029221,7154149.771008667,0.4036472747944415,0.0009818073523872,False,1400.0,9.0,15195191.410727974,2624.298812346206,0.0003166700207493,0.1428571428571428,81250000.0,9.187044687229291e-06
2,1400.0000000000005,1.1368683772161605e-13,36.0,0.0,4619398.674721917,19148303.14586964,3457712.8718258627,2045.724566015669,0.7200159889564521,0.999982793867332,19148303.14586964,1.4612318328683351,0.0,False,1400.0,4.0,4619398.674721917,213.98265466572707,4.417345015555687e-05,0.1428571428571428,114285714.28571428,0.0001467462366059
3,1400.0000000000005,1.1368683772161605e-13,36.0,3.0,74165280.77936149,49464797.76980639,19649804.68814256,926.2364708863504,0.0836299687823787,0.488071650984646,49464797.76980639,0.6615974792045359,0.0001211087944519,True,1400.0,9.0,74163888.87876935,4561.794346003888,0.151044071304033,0.0714285714285714,58035714.28571428,0.0648824021379663
4,1400.0000000000005,1.1368683772161605e-13,36.0,0.0,5845974.871456013,73642263.29295836,3575879.949269091,1309.1375023273913,0.9612142082352488,0.3335559261514242,73642263.29295836,0.9350982159481368,0.0002205591342599,False,1400.0,9.0,5845974.871456013,3160.309778761559,1.6196870352681624e-05,0.0535714285714285,81250000.0,0.0002827306454093
5,1400.0000000000005,1.1368683772161605e-13,36.0,1.0,1146669.3204990218,18779160.48082905,1262.1319651132017,2142.8229044883765,1.4633191835602375,0.8676687791945846,18779160.48082905,1.5305877889202688,1.7113615076141e-05,False,1400.0,5.0,1146669.3204990218,98.26650240060847,3.662673258138776e-05,0.1964285714285714,114285714.28571428,0.0008725316262987
6,1400.0000000000005,1.1368683772161605e-13,36.0,0.0,40166659.06461367,82295296.23203632,46445528.91021247,2545.624677755934,0.1492493130705235,0.5332010471078287,82295832.24300274,1.8183033412542384,4.678887255417879e-05,True,1400.0,12.0,40166205.27620253,1796267.7847503892,0.0277510397928,0.2142857142857142,58035714.28571428,0.0469868420947124
7,1400.0000000000005,1.1368683772161605e-13,36.0,0.0,10438008.835461983,28310258.146720752,10724038.563354645,1564.09878204671,0.8143009303740516,0.3153135330515381,28310258.146720752,1.11721341574765,6.666222251849875e-05,False,1400.0,2.0,10437981.824397406,1937.495533657681,1.3731795154311044e-05,0.1071428571428571,81250000.0,5.6858215181558685e-05
8,1400.0000000000005,1.1368683772161605e-13,36.0,3.0,1573573.242973848,3582077.654524206,4232.331711592265,731.3036305119783,0.5052321780920164,0.7234250866122073,3582077.654524206,0.5223597360799845,0.0,False,1400.0,8.0,1573573.242973848,0.0,0.0009388084475929,0.0714285714285714,114285714.28571428,6.976634656119737e-05
9,700.0000000000006,1212.4355652982142,46.0,3.0,81615688.46989581,57566674.76516591,64030084.70465958,2146.689107243203,0.1170479381369117,0.6132092347106091,57567032.10581019,1.533349362316574,0.4424489520857201,True,1399.9999999999995,1.0,81614274.41253549,6877898.934875676,0.0,0.2321428571428571,58035714.28571428,0.0
10,700.0000000000006,1212.4355652982142,46.0,1.0,14393501.602073427,89440473.20666525,12514493.861504056,1463.8800389491569,0.3143783417110128,0.4655610386897072,89440473.20666525,1.045628599249398,9.999218737856812e-05,False,1399.9999999999995,1.0,14393501.602073427,4768.342678007617,1.7524435275329751e-06,0.1607142857142857,81250000.0,1.2250238768711293e-05
11,700.0000000000006,1212.4355652982142,46.0,0.0,468438.26612148166,5366279.49139878,6197.705255115221,679.6030679831399,0.3896668167361082,0.8279653695258735,5366279.49139878,0.4854307628451001,0.0,False,1399.9999999999995,10.0,468438.26612148166,0.0,0.0004323357927412,0.0,114285714.28571428,5.457246347660589e-05
