cell_id,cell_x,cell_y,cell_z,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,day
36,4.733990977001666e-13,-6.927791673660977e-14,54.0,3.0,51177631.04522625,40816616.80743603,78042127.40794834,1547.5028271379665,0.1781509774469642,0.4311023483210542,40816974.14808031,1.1053591622414043,8.572408275231456e-05,True,1400.0,1.0,51177216.97004646,9743.233688018963,0.060116599499089,0.0357142857142857,58035714.28571428,0.0245737719363213,1
37,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,15097772.358778125,68843918.27981214,10723228.845773548,2126.153569241883,0.3275485710019276,0.4816315852318136,68843918.27981214,1.5186811208870592,0.0001684432941813,False,1400.0,6.0,15097734.969540192,6733.716221530573,2.020975939614879e-05,0.0535714285714285,81250000.0,7.308387510844042e-05,1
38,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,1387248.5253148663,16114068.086525232,2551.716926444692,3269.230643438911,1.220433884030821,0.9730456764171274,16114068.086525232,2.335164745313508,0.0,False,1400.0,11.0,1387248.5253148663,85.50192767550854,8.405546296360735e-05,0.0892857142857142,114285714.28571428,0.0001289373675098,1
39,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,67126605.79620853,34895155.58893918,36956172.15092304,1053.0000000000002,0.1179483210035126,0.377027964326262,34895512.92958345,0.7521428571428574,0.000276858106418,True,1400.0,6.0,67126275.17870626,4768.342678007617,0.0,-0.0714285714285714,58035714.28571428,0.0,1
40,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,7320683.541391184,75708762.87890875,10724038.563354643,1870.0302136596624,0.2983478856299558,0.4455588377088055,75708941.54923089,1.3357358668997588,6.374623278611917e-05,False,1400.0,3.0,7320683.541391184,5304.3536444229685,1.033579377025062e-05,-0.1071428571428571,81250000.0,2.6898448999042904e-05,1
41,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,960672.6673314002,16245418.409925185,2813.821758526152,2797.7263983456282,1.2794289306243811,0.9999999986947185,16245418.409925185,1.9983759988183056,0.0,False,1400.0,7.0,960672.6673314002,0.0,7.556625905832281e-05,-0.0714285714285714,114285714.28571428,4.3421057781715945e-05,1
42,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,56608637.30652775,28313088.99386509,44380101.34619489,1053.0,0.0722051382023774,0.3873270833557667,28313267.66418724,0.7521428571428571,0.0004367759278848,True,1400.0,1.0,56608408.79715357,10457.914976572769,0.0245737719363213,-0.0178571428571428,58035714.28571428,0.060116599499089,1
43,4.733990977001666e-13,-6.927791673660977e-14,54.0,0.0,14236152.56832745,21444257.891661696,1788668.5949280318,3175.5719169938507,0.3111816031727215,0.34890445167665995,21444257.891661696,2.268265654995608,5.000750112516878e-05,False,1400.0,11.0,14236059.358280353,3366.8581107652885,3.8451962184269205e-05,0.0178571428571428,81250000.0,1.0870903973483177e-05,1
44,4.733990977001666e-13,-6.927791673660977e-14,54.0,1.0,196805.49452719247,16688891.634685894,963533.22735314,1374.6155826266486,0.9009471028206728,0.9999999999999996,16688891.634685894,0.981868273304749,0.0,False,1400.0,1.0,196805.49452719247,0.0,4.3183435779039335e-05,-0.0357142857142857,114285714.28571428,0.0001228184144529,1
45,-700.0000000000009,-1212.435565298214,36.0,0.0,58271776.50072589,83408228.22902504,67045327.78087394,1800.7432756390149,0.2546756251668591,0.594875424688732,83408585.56966932,1.2862451968850102,0.4347005496107756,True,1400.0000000000002,1.0,58270827.89388805,6874437.040472377,0.0593653592548753,0.1071428571428571,58035714.28571428,0.0564832828880965,1
46,-700.0000000000009,-1212.435565298214,36.0,0.0,9688463.28681116,1791292.8937403774,1965.3735435229605,251.0097440148645,0.0249414681491776,0.2700529379226409,1791292.8937403774,0.1792926742963317,0.0001994079987475,False,1400.0000000000002,7.0,9688463.28681116,357.34064427690186,0.0005978067701616,0.0178571428571428,81250000.0,3.4799618426492785e-05,1
47,-700.0000000000009,-1212.435565298214,36.0,0.0,944099.1626189769,16468842.295733295,823.3626334041701,2195.20349494458,1.4512585109737677,0.9999999999999996,16468842.295733295,1.5680024963889851,0.0,False,1400.0000000000002,2.0,944099.1626189769,0.0,0.0001640421217226,0.2321428571428571,114285714.28571428,0.000151419699033,1
48,-700.0000000000009,-1212.435565298214,36.0,0.0,51528860.58885966,84085282.6774885,69110576.6745582,4211.536154231315,0.3198321579690043,0.6323262224814741,84085818.68845493,3.0082401101652243,0.3967851000008983,True,1400.0000000000002,7.0,51528338.49520961,10452913.41054226,0.1013060294647326,0.3035714285714285,58035714.28571428,0.011873071850975,1
49,-700.0000000000009,-1212.435565298214,36.0,0.0,9626597.918569788,35180434.97747166,10446084.658029877,673.1033122425001,0.0452189183192435,0.2497898001218109,35180434.97747166,0.4807880801732143,0.0004558462930521,False,1400.0000000000002,12.0,9626545.819297897,3696.320745176912,2.3495588561100252e-05,0.1964285714285714,81250000.0,0.0002231039405784,1
50,-700.0000000000009,-1212.435565298214,36.0,0.0,263661.1089235902,10726210.485206267,4947.013000135048,3941.524242564397,0.8422067442892398,0.9160322021938084,10726210.485206267,2.8153744589745684,0.0,False,1400.0000000000002,2.0,263661.1089235902,0.0,9.989807092175229e-05,0.1428571428571428,114285714.28571428,5.7336903514798034e-05,1
51,-700.0000000000009,-1212.435565298214,36.0,0.0,65397159.44584172,26237918.19615951,21436150.56888279,450.0997316526484,0.0629290213160276,0.4418548596437426,26237918.19615951,0.3214998083233202,0.0,True,1400.0000000000002,1.0,65396738.91456796,178.67032213845096,0.0,0.0535714285714285,58035714.28571428,0.0923150339805363,1
52,-700.0000000000009,-1212.435565298214,36.0,0.0,18097694.460274648,47684979.0569557,5361332.478398633,1466.6074689281204,0.1547315365591006,0.3306013082161107,47684979.0569557,1.0475767635200859,0.0003280793449558,False,1400.0000000000002,1.0,18097583.61155455,5812.486600973043,2.9788214178240034e-05,0.2678571428571428,81250000.0,0.0004102856410549,1
53,-700.0000000000009,-1212.435565298214,36.0,0.0,147270.1402156507,17623330.645453297,814121.7717774541,1063.9103701944546,0.9484996118309978,1.0,17623330.645453297,0.7599359787103246,3.33266679997334e-05,False,1400.0000000000002,7.0,147270.1402156507,81.24967782210118,0.0001440483457942,0.1071428571428571,114285714.28571428,0.0001689633543008,1
54,-1400.0000000000018,-2424.8711305964284,54.0,2.0,61657145.57540105,33671384.07678737,70618734.22364296,3147.247632459862,0.1527818879643989,0.3598878016745493,33672456.09872021,1.7388603684084472,1.7114786659625016e-05,True,1809.9484522385721,6.0,61655508.51698283,1796954.5880290775,0.0,0.0892857142857142,58035714.28571428,0.0145106268639207,1
55,-1400.0000000000018,-2424.8711305964284,54.0,0.0,20185273.40599195,39310642.58250092,21445151.2432724,1290.728648169325,0.3466471313941839,0.3338906173397923,39310821.25282306,0.7131300599047072,0.0006051170308112,False,1809.9484522385721,7.0,20185243.627943825,7158.215148484811,5.881589586363265e-06,0.0714285714285714,81250000.0,1.3258451254527715e-05,1
56,-1400.0000000000018,-2424.8711305964284,54.0,0.0,1681477.3109190648,14390610.447049964,1123225.5336128029,2384.9427531560377,0.6403348516022407,0.9999999895072912,14390610.447049964,1.3176854568461909,5.0005000500050013e-05,False,1809.9484522385721,6.0,1681477.3109190648,654.6420486557611,8.552124986185681e-05,0.125,114285714.28571428,4.9588257763959944e-05,1
57,-1400.0000000000018,-2424.8711305964284,54.0,0.0,53581679.15312562,36967288.99116844,86138755.80568312,1283.3441286929556,0.1052159128706875,0.4580510421807704,36968718.35374555,0.7090500986951843,0.0001977714344771,True,1809.9484522385721,8.0,53580857.62148024,12903.543466780526,0.0145106268639207,-0.0178571428571428,58035714.28571428,0.0,1
58,-1400.0000000000018,-2424.8711305964284,54.0,0.0,10296868.275391828,58401859.40516186,24736645.15561973,1943.8472833688024,0.6992638109353528,0.3357374712535639,58401859.40516186,1.0739793616578541,0.0001999760028796,False,1809.9484522385721,5.0,10296763.206909334,5332.231654288247,2.149068269658702e-06,0.0535714285714285,81250000.0,3.626894374778867e-05,1
59,-1400.0000000000018,-2424.8711305964284,54.0,0.0,3136137.6454785336,14625890.6983564,1836.899880923646,1883.5859456757016,0.6587317070860702,0.9999999999999644,14625890.6983564,1.0406848567129376,0.0,False,1809.9484522385721,7.0,3136137.6454785336,0.0,3.332009509828257e-05,0.1071428571428571,114285714.28571428,8.28948119332029e-05,1
60,-1400.0000000000018,-2424.8711305964284,54.0,1.0,78229866.50838648,17585985.157024235,33941465.08567511,455.5128272963269,0.0136660267059277,0.2446723313356052,17586878.50863493,0.2516717129335599,0.0002999700029997,True,1809.9484522385721,1.0,78228659.15346366,2144.0438656614115,0.0,-0.0178571428571428,58035714.28571428,0.0,1
61,-1400.0000000000018,-2424.8711305964284,54.0,0.0,24005276.97106068,7148956.929403701,8933873.447566828,867.9367470569297,0.1105834580781997,0.1953771571792805,7148956.929403701,0.4795367216030115,0.0,False,1809.9484522385721,9.0,24005177.714402024,1429.3625771076074,4.443753193947605e-05,0.2321428571428571,81250000.0,2.9407947931816326e-06,1
62,-1400.0000000000018,-2424.8711305964284,54.0,2.0,1057446.0102067331,18703776.75943472,16015459.843551066,789.4728894680342,0.2893330290492625,0.9999999935173598,18703776.75943472,0.4361852894161721,0.0,False,1809.9484522385721,9.0,1057446.0102067331,0.0,5.0992052396368564e-05,0.1428571428571428,114285714.28571428,6.16327221021102e-05,1
63,-700.0,1212.435565298214,58.0,2.0,62039551.86645066,59634480.79939101,89989814.56915244,1108.1552304379697,0.2046424976808694,0.6060940107083019,59635552.82132384,0.7915394503128353,0.00026491579328,False,1400.0,7.0,62038637.39696772,1801036.1274283975,0.0,0.0714285714285714,58035714.28571428,0.0,1
64,-700.0,1212.435565298214,58.0,1.0,16083866.750099447,77498805.08039418,8938105.779278424,2369.8333160362163,0.3527443277432797,0.5187981405857647,77498805.08039418,1.6927380828830112,7.999999999999999e-05,False,1400.0,4.0,16083706.6738854,7448.397510084376,1.2079838492383872e-05,0.1428571428571428,81250000.0,3.1634857333741316e-06,1
65,-700.0,1212.435565298214,58.0,2.0,1051503.2126732708,14851649.058955947,1311556.3045238396,1595.3351733303782,0.5295753196249,0.9999999990378248,14851649.058955947,1.139525123807413,0.0,False,1400.0,11.0,1051503.2126732708,65.45222589368528,6.884079086854456e-05,0.0357142857142857,114285714.28571428,0.0001942850581148,1
66,-700.0,1212.435565298214,58.0,0.0,59602355.05736042,51535791.99182013,74192263.58071436,1207.9790271408262,0.1254514858505391,0.4532595042797288,51537701.60934393,0.8628421622434473,0.37507031865288204,False,1400.0,11.0,59601675.82766648,5371433.052730927,0.0142080132600926,0.2321428571428571,58035714.28571428,0.0268638707290061,1
67,-700.0,1212.435565298214,58.0,0.0,21416483.49390852,81352817.60531017,31605063.16115912,1683.755371973815,0.45495704089674704,0.4477377352459591,81353861.74923314,1.2026824085527252,0.0002168690458418,False,1400.0,11.0,21416381.68908449,8671.211755188258,1.1072200066809463e-05,0.2678571428571428,81250000.0,1.3276019852736015e-05,1
68,-700.0,1212.435565298214,58.0,0.0,1241357.7673361828,8942846.243946556,3576388.0822256412,2094.836591421661,1.5510408075800248,0.7769943656068494,8942846.243946556,1.4963118510154725,0.0,False,1400.0,11.0,1241357.7673361828,0.0,0.0002546631611457,0.1785714285714285,114285714.28571428,0.0001417173315976,1
69,-700.0,1212.435565298214,58.0,0.0,73075063.59271757,24738817.07749525,41757403.76723334,2442.1484111528416,0.0845802483773685,0.3702540425691917,24738817.07749525,1.7443917222520298,0.2065380011512244,False,1400.0,1.0,73073507.58540146,1795044.9705052853,0.0268638707290061,0.1785714285714285,58035714.28571428,0.0142080132600926,1
70,-700.0,1212.435565298214,58.0,3.0,24131039.792869445,12507581.47496039,19372331.03776447,682.1378267967765,0.11792572749628,0.3865070909100521,12507581.47496039,0.4872413048548403,0.0,False,1400.0,2.0,24130576.85250292,865.4736008269757,1.1208959376355548e-05,0.0178571428571428,81250000.0,4.441464522271048e-05,1
71,-700.0,1212.435565298214,58.0,2.0,979057.9791039228,16414336.491406107,4724.04784308526,1853.8093545876345,0.9051234050976292,0.8868350482175361,16414336.491406107,1.3241495389911673,9.99615750748739e-05,False,1400.0,7.0,979057.9791039228,302.63106195165795,0.0002629456721408,0.125,114285714.28571428,0.0003893380137412,1
72,-1400.0,0.0,48.0,0.0,49855224.78367971,54554139.62179351,66766424.76791874,2641.27431365998,0.1674749066330044,0.4612431496104522,54554318.29211564,1.8866245097571288,7.306629223414568e-05,False,1400.0,5.0,49854921.95236396,1800114.8978078389,0.0,0.125,58035714.28571428,0.0414767264429048,1
73,-1400.0,0.0,48.0,0.0,11105047.55360513,35179335.07752895,1789684.8608411325,876.3583741826172,0.4091292027062777,0.3293628142863566,35179335.07752895,0.625970267273298,0.0003278532944888,False,1400.0,9.0,11104970.036412347,3160.309778761559,2.899784561824577e-05,0.0178571428571428,81250000.0,1.748145242035309e-05,1
74,-1400.0,0.0,48.0,2.0,441889.7301682776,16198482.34725535,1235.0460222727907,3185.5363755574976,0.6778870586487192,0.9671553952485926,16198482.34725535,2.2753831253982124,0.0,False,1400.0,11.0,441889.7301682776,0.0,9.404602296774765e-05,0.1428571428571428,114285714.28571428,8.445084522035187e-05,1
75,-1400.0,0.0,48.0,2.0,58973125.84895822,50982698.55256802,100428450.82967225,1661.067728902106,0.1335089639430485,0.5228109212471823,50983055.89321229,1.18647694921579,0.0003243381969081,False,1400.0,5.0,58972553.56129903,15198.379644715107,0.035393943339613,0.0892857142857142,58035714.28571428,0.0288271598928806,1
76,-1400.0,0.0,48.0,0.0,18758711.442369323,31602824.08100092,10723915.64905224,647.5955527951069,0.2712251987679289,0.3616474417257579,31602824.08100092,0.4625682519965049,0.0001857431499208,False,1400.0,3.0,18758440.38140527,2501.384509938313,8.442432527426159e-06,-0.0714285714285714,81250000.0,9.665948539415256e-06,1
77,-1400.0,0.0,48.0,3.0,3134.896983520881,16615925.423816975,529246.7482499515,1328.8197770954496,1.5376111762216391,0.9400694651989928,16615925.423816975,0.9491569836396068,1.4611370084861395e-05,False,1400.0,3.0,3134.896983520881,52.69528220379729,2.103477897319336e-05,0.125,114285714.28571428,2.045515202795398e-05,1
78,-1400.0,0.0,48.0,1.0,70817928.69381413,28026531.03506781,33940929.07470869,852.5585023914781,0.0414662690026085,0.3564458141482814,28026888.37571209,0.6089703588510558,0.0,False,1400.0,3.0,70817496.51040097,2802.969134484657,0.0288271598928806,0.2142857142857142,58035714.28571428,0.0117979811132043,1
79,-1400.0,0.0,48.0,0.0,9366200.001309264,51253974.49769098,14014365.417476606,996.5861728922392,0.4031500237935171,0.3285352846455379,51253974.49769098,0.7118472663515993,7.500029255822552e-05,False,1400.0,4.0,9366121.942801043,2624.298812346206,1.3260236156640013e-05,0.25,81250000.0,2.3553113342543592e-05,1
